id,name,titles_count,headquarters,origin_country,homepage,tmdb_url
"356","TF1 Films Production","550","Boulogne-Billancourt","FR","","https://www.themoviedb.org/company/356"
"357","Vía Digital","50","","ES","","https://www.themoviedb.org/company/357"
"358","Noel Gay Motion Picture Company","","","GB","","https://www.themoviedb.org/company/358"
"359","Figment Films","13","","GB","","https://www.themoviedb.org/company/359"
"360","Geffen Pictures","17","Los Angeles, California","US","","https://www.themoviedb.org/company/360"
"361","Blue Parrot Productions","2","","","","https://www.themoviedb.org/company/361"
"363","Excelsior Films","5","","BE","","https://www.themoviedb.org/company/363"
"364","The Rank Organisation","166","London, England","GB","","https://www.themoviedb.org/company/364"
"365","Nelson Entertainment","24","Los Angeles, California","US","","https://www.themoviedb.org/company/365"
"366","Magellin Entertainment","","","","","https://www.themoviedb.org/company/366"
"367","Kemp Company","1","","US","","https://www.themoviedb.org/company/367"
"368","Splendid Pictures","7","","US","","https://www.themoviedb.org/company/368"
"369","Bungalow 78 Productions","3","","","","https://www.themoviedb.org/company/369"
"370","Melampo Cinematografica","5","Rome","IT","","https://www.themoviedb.org/company/370"
"371","Cecchi Gori Group Tiger Cinematografica","107","","IT","","https://www.themoviedb.org/company/371"
"372","Groucho II Film Partnership","2","","","","https://www.themoviedb.org/company/372"
"373","Asymmetrical Productions","6","Los Angeles, California ","US","","https://www.themoviedb.org/company/373"
"374","Lost Highway Productions","","","","","https://www.themoviedb.org/company/374"
"375","Heineken Branded Entertainment","1","","","","https://www.themoviedb.org/company/375"
"376","Industry Entertainment Partners","35","","US","","https://www.themoviedb.org/company/376"
"377","Bandeira Entertainment","9","","US","","https://www.themoviedb.org/company/377"
"379","Truth and Soul Pictures Inc","2","","","","https://www.themoviedb.org/company/379"
"380","Thousand Words","8","Los Angeles, California","US","","https://www.themoviedb.org/company/380"
"381","Campanile Productions","1","","US","https://www.campanileproductions.com/","https://www.themoviedb.org/company/381"
"382","Newman-Foreman Productions","","","US","","https://www.themoviedb.org/company/382"
"383","Gos","1","","","","https://www.themoviedb.org/company/383"
"384","Parkes+MacDonald Production","14","","US","","https://www.themoviedb.org/company/384"
"385","Stanley Kubrick Productions","5","Hertfordshire, England","GB","https://www.stanleykubrick.de/en/","https://www.themoviedb.org/company/385"
"386","Paris Films Productions","4","","","","https://www.themoviedb.org/company/386"
"387","Five Films","5","","IT","","https://www.themoviedb.org/company/387"
"388","Horizon Pictures","8","","US","","https://www.themoviedb.org/company/388"
"389","Argos","2","","","","https://www.themoviedb.org/company/389"
"390","pro-ject","1","","","","https://www.themoviedb.org/company/390"
"391","Albatros","35","","FR","","https://www.themoviedb.org/company/391"
"392","Trio","1","","","","https://www.themoviedb.org/company/392"
"393","MACT Productions","70","Paris","FR","http://www.mactproductions.com/accueil/?lang=en","https://www.themoviedb.org/company/393"
"394","Videofilms","4","","","","https://www.themoviedb.org/company/394"
"396","SLM Production Group","19","","US","","https://www.themoviedb.org/company/396"
"397","Les Frères Revillon","1","","","","https://www.themoviedb.org/company/397"
"398","Egg Films","3","","ZA","https://eggfilms.tv/","https://www.themoviedb.org/company/398"
"399","Show East","16","Gangnam, Seoul, South Korea","KR","","https://www.themoviedb.org/company/399"
"400","Olympia-Film GmbH","7","","DE","","https://www.themoviedb.org/company/400"
"401","Brandywine Productions","12","New York City, New York","US","","https://www.themoviedb.org/company/401"
"402","Luna Filmproduktion","4","","","","https://www.themoviedb.org/company/402"
"403","Neue Bioskop Film","64","Munich","DE","http://www.bioskop-film.com","https://www.themoviedb.org/company/403"
"404","Allegro Film","59","Vienna","AT","http://www.allegrofilm.at","https://www.themoviedb.org/company/404"
"405","Giorgos Papalios Productions","6","Γραβιάς 10-12, Αθήνα","GR","","https://www.themoviedb.org/company/405"
"406","Havoc","2","","","","https://www.themoviedb.org/company/406"
"407","Dreamland Productions","1","","","","https://www.themoviedb.org/company/407"
"408","Avenue Entertainment","2","","","","https://www.themoviedb.org/company/408"
"409","Rollins-Joffe-Production","1","","","","https://www.themoviedb.org/company/409"
"410","Sovkino","82","Moscow, RSFSR, USSR  ","SU","","https://www.themoviedb.org/company/410"
"411","Charles H. Joffe Productions","","","","","https://www.themoviedb.org/company/411"
"412","Wendy Finerman Productions","13","","US","","https://www.themoviedb.org/company/412"
"413","Proscenium Films","1","","GB","","https://www.themoviedb.org/company/413"
"414","Fountainbridge Films","3","","","","https://www.themoviedb.org/company/414"
"415","Laurence Mark Productions","20","Culver City, California","US","","https://www.themoviedb.org/company/415"
"416","Python (Monty) Pictures","8","","GB","","https://www.themoviedb.org/company/416"
"417","Australian Film Commission","169","","AU","","https://www.themoviedb.org/company/417"
"418","New South Wales Film & Television Office","67","","AU","","https://www.themoviedb.org/company/418"
"419","Embassy Pictures Corporation","16","","US","","https://www.themoviedb.org/company/419"
"420","Marvel Studios","96"," Burbank, California","US","https://www.marvel.com/movies","https://www.themoviedb.org/company/420"
"421","Amen Ra Films","10","","US","","https://www.themoviedb.org/company/421"
"422","Sirius Pictures","6","","","","https://www.themoviedb.org/company/422"
"423","Phantom Four","18","Beverly Hills, California","US","http://phantomfour.com","https://www.themoviedb.org/company/423"
"424","Babelsberg Film","13","","DE","","https://www.themoviedb.org/company/424"
"425","teamWorx","50","Potsdam","DE","","https://www.themoviedb.org/company/425"
"428","Talía Films","12","","ES","","https://www.themoviedb.org/company/428"
"429","DC","116","Burbank, California","US","https://www.dc.com/comics","https://www.themoviedb.org/company/429"
"430","Lonely Film Productions","5","","DE","","https://www.themoviedb.org/company/430"
"431","The Donners' Company","22","","US","","https://www.themoviedb.org/company/431"
"432","Batfilm Productions","4","","US","","https://www.themoviedb.org/company/432"
"433","Weed Road Pictures","27","Los Angeles, California","US","","https://www.themoviedb.org/company/433"
"435","di Bonaventura Pictures","56","Los Angeles, California","US","","https://www.themoviedb.org/company/435"
"436","1492 Pictures","26","Burbank, California","US","","https://www.themoviedb.org/company/436"
"437","Heyday Films","47","Borehamwood, Hertfordshire, England","GB","","https://www.themoviedb.org/company/437"
"438","Mercury","13","","","","https://www.themoviedb.org/company/438"
"439","Prokino Filmproduktion","13","","DE","","https://www.themoviedb.org/company/439"
"440","Kinoproduction","43","Helsinki, Finland","FI","http://kinoproduction.fi/","https://www.themoviedb.org/company/440"
"442","WT² Productions","10","","GB","","https://www.themoviedb.org/company/442"
"443","Big Talk Studios","23","London, England","GB","https://bigtalkstudios.com","https://www.themoviedb.org/company/443"
"444","Dune Entertainment","74","Los Angeles, California","US","","https://www.themoviedb.org/company/444"
"445","Major Studio Partners","11","","US","","https://www.themoviedb.org/company/445"
"446","thinkfilm","13","Washington, D.C.","US","http://thinkfilm-inc.com","https://www.themoviedb.org/company/446"
"447","TV 1000 Sverige","10","Stockholm, Sweden","SE","","https://www.themoviedb.org/company/447"
"448","Key Film Productions","4","","IT","","https://www.themoviedb.org/company/448"
"449","Virtual Studios","11","Los Angeles, California ","US","","https://www.themoviedb.org/company/449"
"450","Anarchos Productions","5","Chicago, Illinois","US","","https://www.themoviedb.org/company/450"
"452","Maurice McEndree Productions","1","","","","https://www.themoviedb.org/company/452"
"453","Walter Reade Organization Inc.","1","","","","https://www.themoviedb.org/company/453"
"454","Faces International Films","4","","US","","https://www.themoviedb.org/company/454"
"455","Permut Presentations","24","","US","","https://www.themoviedb.org/company/455"
"456","WCG Entertainment Productions","4","","US","","https://www.themoviedb.org/company/456"
"457","Constellation Films","6","","","","https://www.themoviedb.org/company/457"
"458","Douglas/Reuther Productions","3","","US","","https://www.themoviedb.org/company/458"
"459","Les Films Pomereu","9","","","","https://www.themoviedb.org/company/459"
"460","Horse Film","2","","IT","","https://www.themoviedb.org/company/460"
"461","Les Films Christian Fechner","43","39, rue des Tilleuls 92100 Boulogne-Billancourt","FR","","https://www.themoviedb.org/company/461"
"462","Patalex IV Productions","1","","GB","","https://www.themoviedb.org/company/462"
"463","Michael White Productions","13","","GB","","https://www.themoviedb.org/company/463"
"464","National Film Trustee Company","10","London","GB","","https://www.themoviedb.org/company/464"
"465","Twickenham Film Studios","18","","GB","https://www.twickenhamstudios.com/","https://www.themoviedb.org/company/465"
"466","Avalon/NFU Studios","5","","NZ","","https://www.themoviedb.org/company/466"
"467","Renaissance Pictures","20","New York City, New York, USA","US","","https://www.themoviedb.org/company/467"
"468","AAA Production","23","Montreuil","FR","https://www.aaaproduction.fr","https://www.themoviedb.org/company/468"
"469","Hemdale Film Corporation","19","","GB","","https://www.themoviedb.org/company/469"
"470","Recorded Pictures Company","1","","","","https://www.themoviedb.org/company/470"
"471","Screenframe Ltd.","","","","","https://www.themoviedb.org/company/471"
"472","Soprofilms","14","","FR","","https://www.themoviedb.org/company/472"
"473","TAO Film","4","","IT","","https://www.themoviedb.org/company/473"
"474","Yanco","1","","CN","","https://www.themoviedb.org/company/474"
"475","JD Productions","5","","AU","","https://www.themoviedb.org/company/475"
"476","Underworld Pictures","2","","US","","https://www.themoviedb.org/company/476"
"477","Hughes Entertainment","20","","US","","https://www.themoviedb.org/company/477"
"478","Cady","1","","","","https://www.themoviedb.org/company/478"
"479","DisCina","14","","FR","","https://www.themoviedb.org/company/479"
"480","Tobis","4","","DE","","https://www.themoviedb.org/company/480"
"481","La Nouvelle Edition Francaise","1","","","","https://www.themoviedb.org/company/481"
"482","Prometheus","1","","","","https://www.themoviedb.org/company/482"
"483","Praesens-Film","48","Zürich","CH","http://www.praesens.com","https://www.themoviedb.org/company/483"
"484","DEG","26","Wilmington, North Carolina","US","","https://www.themoviedb.org/company/484"
"485","Vinyl Films","9","Los Angeles, California","US","http://www.theuncool.com/","https://www.themoviedb.org/company/485"
"486","Portobello Pictures","16","London","GB","https://www.portobelloproductions.com/","https://www.themoviedb.org/company/486"
"487","Česká televize","1666","Prague","CZ","https://www.ceskatelevize.cz","https://www.themoviedb.org/company/487"
"488","Lucernafilm","48","Prague","XC","","https://www.themoviedb.org/company/488"
"489","Dutch Oven","1","","US","","https://www.themoviedb.org/company/489"
"490","New Regency Productions","4"," Los Angeles, California","US","https://www.newregency.com/","https://www.themoviedb.org/company/490"
"491","Summit Entertainment","131","Santa Monica, California","US","","https://www.themoviedb.org/company/491"
"492","Blue Wolf Productions","2","","","","https://www.themoviedb.org/company/492"
"493","Introvision International","1","","","","https://www.themoviedb.org/company/493"
"494","AVCO Embassy Pictures","49","","US","","https://www.themoviedb.org/company/494"
"495","EDI","1","","US","","https://www.themoviedb.org/company/495"
"496","David Foster Productions","11","","US","","https://www.themoviedb.org/company/496"
"497","Revolution Studios","56","Los Angeles, California","US","http://www.revolutionstudios.com/","https://www.themoviedb.org/company/497"
"498","Debra Hill Productions","3","","US","","https://www.themoviedb.org/company/498"
"499","De Laurentiis Entertainment Group","","","","","https://www.themoviedb.org/company/499"
"500","Goldcrest","63","London, England","GB","http://www.goldcrestfilms.com","https://www.themoviedb.org/company/500"
